Symbol,Name,Exchange,Sector,Market Cap
BRO,Brown & Brown,NYSE,Finance,16877198000
DXCM,Dexcom Inc,NASDAQ,Medical,44914080000
GOLF,Acushnet Holdings Corp,NYSE,Consumer Discretionary,3190999000
LITT,Logistics Innovation Technologies Corp Cl A,NASDAQ,Transportation,420580000
RGNX,Regenxbio Inc,NASDAQ,Medical,1034726000
ACGL,Arch Capital Grp Ltd,NASDAQ,Finance,22159090000
FLEX,Flextronics Intl Ltd,NASDAQ,Computers and Technology,9952192000
GLBE,Global-E Online Ltd,NASDAQ,Retail-Wholesale,3357457000
CASY,Casey's General Stor,NASDAQ,Retail-Wholesale,9053711000
ETSY,Etsy Inc,NASDAQ,Computers and Technology,16602128000
FOLD,Amicus Therapeutics,NASDAQ,Medical,3399435000
DAWN,Day One Biopharmaceuticals Inc,NASDAQ,Medical,1561467000
VERV,Verve Therapeutics Inc,NASDAQ,Medical,1431061000
ARMK,Aramark Holdings Corp,NYSE,Consumer Staples,10763750000
CFB,Crossfirst Bankshares Inc,NASDAQ,Finance,674332000
FCFS,Firstcash Holdings Inc,NASDAQ,Business Services,4347408000
APOG,Apogee Entrpr Inc,NASDAQ,Industrial Products,1071536000
CARS,Cars.com Inc,NYSE,Retail-Wholesale,984496000
BA,Boeing Company,NYSE,Aerospace,1.06221E+11
AWR,American States Water Company,NYSE,Utilities,3621808000
ADMA,Adma Biologics,NASDAQ,Medical,657235000
PAC,Grupo Aeroportuario Del Pacifico ADR,NYSE,Transportation,8298501000
HTBK,Heritage Commerce,NASDAQ,Finance,862817000
SBRA,Sabra REIT,NASDAQ,Finance,2981913000
CWST,Casella Waste Sys,NASDAQ,Industrial Products,4449131000
NFLX,Netflix Inc,NASDAQ,Consumer Discretionary,1.35967E+11
SNDX,Syndax Pharma,NASDAQ,Medical,1442943000
ASND,Ascendis Pharma ADR,NASDAQ,Medical,7017743000
LII,Lennox International,NYSE,Construction,9229376000
DCGO,Docgo Inc.,NASDAQ,Medical,755778000
CARA,Cara Therapeutics,NASDAQ,Medical,634061000
CLDX,Celldex Therapeutics,NASDAQ,Medical,1746939000
ZD,Ziff Davis Inc,NASDAQ,Computers and Technology,4353934000
NPK,National Presto Industries,NYSE,Conglomerates,487780000
CVLG,Covenant Logistics Group Inc,NASDAQ,Transportation,518035000
LBAI,Lakeland Bancorp Inc,NASDAQ,Finance,1210651000
NVEE,Nv5 Global,NASDAQ,Business Services,2248576000
FCNCA,First Citizens Bancs,NASDAQ,Finance,11841929000
BOKF,Bok Financial Corp,NASDAQ,Finance,7042165000
RGA,Reinsurance Group of America Inc,NYSE,Finance,9651117000
MOH,Molina Healthcare Inc,NYSE,Medical,19667368000
OMAB,Grupo Aeroportuario ADR,NASDAQ,Transportation,2957589000
TCBI,Texas Capital Bncsh,NASDAQ,Finance,2993441000
STRL,Sterling Infrastructure Inc,NASDAQ,Industrial Products,993307000
REVG,Rev Group Inc,NYSE,Transportation,824010000
INSP,Inspire Medical Systems Inc,NYSE,Medical,6979441000
JCI,Johnson Controls Intl,NYSE,Industrial Products,45624616000
TITN,Titan Machinery Inc,NASDAQ,Retail-Wholesale,993669000
BRLT,Brilliant Earth Group Inc Cl A,NASDAQ,Retail-Wholesale,504224000
GS,Goldman Sachs Group,NYSE,Finance,1.30764E+11
CWAN,Clearwater Analytics Holdings Inc Cl A,NYSE,Computers and Technology,4471296000
MMYT,Makemytrip Ltd,NASDAQ,Computers and Technology,3125585000
ETNB,89Bio Inc,NASDAQ,Medical,372296000
AAPL,Apple Inc,NASDAQ,Computers and Technology,2.35488E+12
LXRX,Lexicon Pharmaceutcl,NASDAQ,Medical,403874000
TA,Travelcenters of America Llc,NASDAQ,Retail-Wholesale,759782000
ASO,Academy Sports and Outdoors Inc,NASDAQ,Consumer Discretionary,4025124000
RCM,R1 Rcm Inc,NASDAQ,Business Services,3769425000
EQBK,Equity Bncsrs Cm A,NASDAQ,Finance,582693000
ESPR,Esperion Theraptc,NASDAQ,Medical,493683000
IT,Gartner Inc,NYSE,Business Services,27687640000
NHI,National Health Investors,NYSE,Finance,2441065000
PTLO,Portillo's Inc,NASDAQ,Retail-Wholesale,856116000
ABCL,Abcellera Biologics Inc,NASDAQ,Medical,3682107000
RCKT,Rocket Pharmaceuticals Inc,NASDAQ,Medical,1428914000
OLLI,Ollies Bargain CS,NASDAQ,Consumer Staples,3811731000
RNA,Avidity Biosciences Inc,NASDAQ,Medical,633949000
ERII,Energy Recovery Inc,NASDAQ,Industrial Products,1297987000
ANIP,ANI Pharma Inc,NASDAQ,Medical,732657000
TME,Tencent Music Entertainment ADR,NYSE,Computers and Technology,11882490000
RNA,Avidity Biosciences Inc,NASDAQ,Medical,633949000
BOC,Boston Omaha Corp Cl A,NYSE,Finance,850847000
BSMX,Grupo Financiero Santander Mexico ADR,NYSE,Finance,8157969000
TME,Tencent Music Entertainment ADR,NYSE,Computers and Technology,11882490000
GTLS,Chart Industries IN,NYSE,Industrial Products,5238438000
DSGN,Design Therapeutics Inc,NASDAQ,Medical,782740000
AAPL,Apple Inc,NASDAQ,Computers and Technology,2.35488E+12
ASO,Academy Sports and Outdoors Inc,NASDAQ,Consumer Discretionary,4025124000
SIGA,Siga Technologies Inc,NASDAQ,Medical,670360000
WCN,Waste Connections Inc,NYSE,Business Services,37163088000
HTLF,Heartland Finl USA,NASDAQ,Finance,2070891000
TMUS,T-Mobile US,NASDAQ,Utilities,1.8844E+11
IOVA,Iovance Biotherapeutics Inc,NASDAQ,Medical,1010182000
ASAI,Sendas Distribuidora S.A. ADR,NYSE,Consumer Discretionary,5218056000
MDLZ,Mondelez Intl Inc,NASDAQ,Consumer Staples,92329504000
HOMB,Home Bancshares Inc,NYSE,Finance,5191062000
ADC,Agree Realty Corp,NYSE,Finance,6195681000
BWXT,Bwx Technologies Inc,NYSE,Computers and Technology,5554508000
OYST,Oyster Point Pharma Inc,NASDAQ,Medical,300116000
ALSN,Allison Transmission Holdings,NYSE,Auto-Tires-Trucks,4143552000
AVTE,Aerovate Therapeutics Inc,NASDAQ,Medical,459884000
BF.B,Brown Forman Inc Cl B,NYSE,Consumer Staples,34985488000
RARE,Ultragenyx Pharmaceu,NASDAQ,Medical,2544848000
FOXF,Fox Factory Cp,NASDAQ,Auto-Tires-Trucks,4484528000
MSA,Msa Safety Inc,NYSE,Industrial Products,5527310000
CEPU,Central Puerto S.A. ADR,NYSE,Oils-Energy,820318000
DINO,HF Sinclair Corp,NYSE,Oils-Energy,12513571000
STRA,Strayer Education,NASDAQ,Consumer Discretionary,2000337000
PRLD,Prelude Therapeutics Incorporated,NASDAQ,Medical,319046000
HLF,Herbalife Ltd,NYSE,Retail-Wholesale,1714910000
SPGI,S&P Global Inc,NYSE,Business Services,1.14942E+11
HBAN,Huntington Bcshs,NASDAQ,Finance,22333522000
PDFS,Pdf Solutions Inc,NASDAQ,Computers and Technology,1172705000
MXCT,Maxcyte Inc,NASDAQ,Medical,611034000
RMD,Resmed Inc,NYSE,Medical,33720616000
AFYA,Afya Ltd Cl A,NASDAQ,Consumer Discretionary,1382861000
WSM,Williams-Sonoma,NYSE,Retail-Wholesale,7798515000
FRO,Frontline Ltd,NYSE,Transportation,3078876000
JKHY,Jack Henry & Assoc,NASDAQ,Computers and Technology,13812891000
ADT,ADT Inc,NYSE,Industrial Products,8531782000
CMBM,Cambium Networks Corp,NASDAQ,Utilities,575575000
GD,General Dynamics Corp,NYSE,Aerospace,69293424000
PRTA,Prothena Corp,NASDAQ,Medical,3024046000
BCAB,Bioatla Inc,NASDAQ,Medical,414053000
UBSI,United Bkshs Inc,NASDAQ,Finance,5775525000
WTM,White Mountains Insurance Group,NYSE,Finance,3500695000
WWE,World Wrestling Entertainment,NYSE,Consumer Discretionary,5942992000
FIVE,Five Below Inc,NASDAQ,Retail-Wholesale,8928854000
DRI,Darden Restaurants,NYSE,Retail-Wholesale,17989666000
AVY,Avery Dennison Corp,NYSE,Industrial Products,15653738000
HAYN,Haynes Intl Inc,NASDAQ,Basic Materials,625549000
SPSC,Sps Commerce Inc,NASDAQ,Business Services,5127333000
WSFS,WSFS Financial Corp,NASDAQ,Finance,2987585000
BOWL,Bowlero Corp Cl A,NYSE,Consumer Discretionary,2317821000
SNPS,Synopsys Inc,NASDAQ,Computers and Technology,51919400000
DM,Desktop Metal Inc,NYSE,Industrial Products,651033000
BFLY,Butterfly Network Inc,NYSE,Medical,647828000
VRSN,Verisign Inc,NASDAQ,Computers and Technology,21183056000
RYAN,Ryan Specialty Hldgs Inc,NYSE,Finance,10456808000
PFBC,Preferred Bank LA,NASDAQ,Finance,1137630000
LSI,Life Storage,NYSE,Finance,9136435000
PHAR,Pharming Group N.V. ADR,NASDAQ,Medical,813395000
ACCD,Accolade Inc,NASDAQ,Business Services,635221000
AMEH,Apollo Medical Holdings Inc,NASDAQ,Medical,1614336000
MBUU,Malibu Boats Inc,NASDAQ,Consumer Discretionary,1174109000
RCUS,Arcus Biosciences Inc,NYSE,Medical,2546589000
GSAT,Globalstar,NYSE Arca,Computers and Technology,3421900000
BTAI,Bioxcel Therapeutics Inc,NASDAQ,Medical,464324000
QNST,Quinstreet Inc,NASDAQ,Computers and Technology,763297000
PCG,Pacific Gas & Electric Company,NYSE,Utilities,38707472000
FATE,Fate Therapeutics,NASDAQ,Medical,2023079000
HRMY,Harmony Biosciences Holdings Inc,NASDAQ,Medical,3545437000
HBNC,Horizon Bancorp,NASDAQ,Finance,714383000
SMCI,Super Micro Computer,NASDAQ,Computers and Technology,4775243000
ORCL,Oracle Corp,NYSE,Computers and Technology,2.23863E+11
ATEC,Alphatec Holdings,NASDAQ,Medical,1077895000
FLYW,Flywire Corp Voting,NASDAQ,Business Services,2348311000
PLNT,Planet Fitness,NYSE,Consumer Discretionary,7018000000
MRTX,Mirati Therapeutics,NASDAQ,Medical,5262300000
POSH,Poshmark Inc Cl A,NASDAQ,Retail-Wholesale,1412457000
ORA,Ormat Technologies,NYSE,Oils-Energy,5068421000
ENPH,Enphase Energy Inc,NASDAQ,Oils-Energy,43575876000
DRVN,Driven Brands Holdings Inc,NASDAQ,Auto-Tires-Trucks,5090756000
EYE,National Vision Holdings Inc,NASDAQ,Medical,3192780000
PRVB,Provention Bio Inc,NASDAQ,Medical,788207000
AVXL,Anavex Lf SC,NASDAQ,Medical,687625000
AIN,Albany International Corp,NYSE,Industrial Products,3152607000
BEAM,Beam Therapeutics Inc,NASDAQ,Medical,3254963000
ICHR,Ichor Holdings Ltd,NASDAQ,Computers and Technology,857753000
CDMO,Avid Bioservices Inc,NASDAQ,Medical,973535000
CHRS,Coherus Bio,NASDAQ,Medical,533557000
TFII,Tfi International Inc,NYSE,Transportation,9445044000
DCPH,Deciphera Pharmaceuticals Inc,NASDAQ,Medical,1075134000
HWKN,Hawkins Inc,NASDAQ,Basic Materials,874390000
CELH,Celsius Holdings Inc,NASDAQ,Consumer Staples,8486890000
JEF,Jefferies Financial Group Inc,NYSE,Finance,8692379000
CBRL,Cracker Barrel,NASDAQ,Retail-Wholesale,2544885000
LMAT,Lemaitre Vascular,NASDAQ,Medical,1030746000
IIIV,I3 Verticals Inc Cl A,NASDAQ,Computers and Technology,870646000
IOT,Samsara Inc Cl A,NYSE,Computers and Technology,4902156000
AMNB,American Natl Bksh,NASDAQ,Finance,409266000
MEDP,Medpace Holdings Inc,NASDAQ,Medical,6527579000
SAIC,Science Applications International,NYSE,Computers and Technology,6070143000
SLGN,Silgan Holdings,NYSE,Industrial Products,5823180000
WALD,Waldencast Plc,NASDAQ,Consumer Staples,1031548000
PLUG,Plug Power Inc,NASDAQ,Industrial Products,9303148000
GO,Grocery Outlet Holding Corp,NASDAQ,Consumer Staples,2944635000
MCRI,Monarch Casino,NASDAQ,Consumer Discretionary,1608925000
HII,Huntington Ingalls Industries,NYSE,Aerospace,9256130000
BCYC,Bicycle Therapeutics Plc ADR,NASDAQ,Medical,859793000
LSCC,Lattice Semicond,NASDAQ,Computers and Technology,9982008000
TRN,Trinity Industries,NYSE,Transportation,2493374000
CCCC,C4 Therapeutics Inc,NASDAQ,Medical,419562000
OLK,Olink Holding Ab [Publ] ADR,NASDAQ,Medical,2838105000
UBA,Urstadt Biddle Properties Inc,NYSE,Finance,767438000
UNF,Unifirst Corp,NYSE,Industrial Products,3617110000
EDIT,Editas Medicine,NASDAQ,Medical,728888000
MNST,Monster Beverage Cp,NASDAQ,Consumer Staples,53666592000
HDB,Hdfc Bank Ltd ADR,NYSE,Finance,1.3045E+11
THO,Thor Industries,NYSE,Construction,4624167000
ARWR,Arrowhead Pharma,NASDAQ,Medical,3413393000
TEAM,Atlassian Corp,NASDAQ,Computers and Technology,33613656000
SMBC,Southern MO Bancorp,NASDAQ,Finance,478626000
ABCB,Ameris Bancorp,NASDAQ,Finance,3667334000
UTHR,United Therapeutic,NASDAQ,Medical,12756544000
DSGX,Descartes Sys Group,NASDAQ,Computers and Technology,5890610000
PAR,Par Technology Corp,NYSE,Computers and Technology,665057000
AGR,Avangrid Inc,NYSE,Utilities,16535909000
ITOS,Iteos Therapeutics Inc,NASDAQ,Medical,716836000
IBA,Industrias Bachoco S.A. DE C.V. ADR,NYSE,Consumer Staples,2555500000
NNOX,Nano-X Imaging Ltd,NASDAQ,Business Services,554652000
LVS,Las Vegas Sands,NYSE,Consumer Discretionary,35793536000
OMGA,Omega Therapeutics Inc,NASDAQ,Medical,336343000
AKUS,Akouos Inc,NASDAQ,Medical,490879000
SXI,Standex International Corp,NYSE,Industrial Products,1259129000
CVGW,Calavo Growers Inc,NASDAQ,Consumer Staples,619911000
TMP,Tompkinstrustco,NYSE Arca,Finance,1209993000
BF.A,Brown Forman Inc Cl A,NYSE,Consumer Staples,34971116000
COWN,Cowen Group Inc,NASDAQ,Finance,1083021000
AMN,Amn Healthcare Services Inc,NYSE,Medical,5360662000
BSY,Bentley Systems Incorporated Cl B,NASDAQ,Computers and Technology,10963691000
RENN,Renren Inc ADR,NYSE,Computers and Technology,775785000
PAYX,Paychex Inc,NASDAQ,Business Services,44700536000
NPO,Enpro Industries,NYSE,Industrial Products,2471395000
VERA,Vera Therapeutics Inc Cl A,NASDAQ,Medical,461889000
EVCM,Evercommerce Inc,NASDAQ,Computers and Technology,1288651000
KNBE,Knowbe4 Inc Cl A,NASDAQ,Industrial Products,4313244000
GH,Guardant Health Inc,NASDAQ,Medical,5361500000
SKY,Skyline Corp,NYSE,Construction,2959530000
WTRG,Essential Utilities Inc,NYSE,Utilities,12652918000
ABC,Amerisourcebergen Corp,NYSE,Medical,35106836000
KNTE,Kinnate Biopharma Inc,NASDAQ,Medical,349787000
FELE,Franklin Electric Company,NASDAQ,Industrial Products,3858373000
VCYT,Veracyte Inc,NASDAQ,Medical,1990428000
APH,Amphenol Corp,NYSE,Computers and Technology,47863488000
CARR,Carrier Global Corp,NYSE,Computers and Technology,37063088000
IONS,Ionis Pharmaceuticals,NASDAQ,Medical,5794220000
TKR,Timken Company,NYSE,Basic Materials,5527090000
SGMO,Sangamo Therapeutics,NASDAQ,Medical,599801000
CCNE,Cnb Financial Corp,NASDAQ,Finance,539616000
EBC,Eastern Bankshares Inc,NASDAQ,Finance,3464675000
RSG,Republic Services,NYSE,Business Services,44015780000
HRZN,Horizon Technology F,NASDAQ,Finance,347173000
IGMS,Igm Biosciences Inc,NASDAQ,Medical,942622000
XNCR,Xencor Inc,NASDAQ,Medical,1780941000
RFP,Resolute Forest Products Inc,NYSE,Basic Materials,1620733000
SFM,Sprouts Farmers Market,NASDAQ,Retail-Wholesale,3633899000
B,Barnes Group,NYSE,Industrial Products,2153734000
RBA,Ritchie Bros. Auctioneers Inc,NYSE,Business Services,6083633000
CCF,Chase Corp,NYSE Arca,Construction,901921000
WTS,Watts Water Technologies,NYSE,Computers and Technology,5275275000
PGEN,Precigen Inc,NASDAQ,Medical,378833000
ALHC,Alignment Healthcare Inc,NASDAQ,Medical,2490572000
NVEC,Nve Corp,NASDAQ,Computers and Technology,307770000
MRTN,Marten Transport L,NASDAQ,Transportation,1728177000
CSWI,Csw Industrials Inc,NASDAQ,Basic Materials,1871943000
IR,Ingersoll Rand Inc,NYSE,Industrial Products,21853858000
ARLP,Alliance Resource Pt,NASDAQ,Oils-Energy,3015912000
LKQ,LKQ Corp,NASDAQ,Auto-Tires-Trucks,14515618000
HNRG,Hallador Energy Company,NASDAQ,Oils-Energy,336427000
TDG,Transdigm Group Inc,NYSE,Aerospace,34174688000
MCBC,Macatawa Bank Corp,NASDAQ,Finance,380473000
PII,Polaris Industries Inc,NYSE,Auto-Tires-Trucks,6610802000
MODN,Model N Inc,NYSE,Computers and Technology,1452518000
ALE,Allete Inc,NYSE,Utilities,3784124000
EXR,Extra Space Storage Inc,NYSE,Finance,21519924000
HURN,Huron Consulting,NASDAQ,Business Services,1551984000
BHF,Brighthouse Financial Inc,NASDAQ,Finance,3853306000
NBHC,National Bank Holdings Corp,NYSE,Finance,1748497000
ABST,Absolute Software Cp,NASDAQ,Computers and Technology,506264000
AGIO,Agios Pharmaceuticals,NASDAQ,Medical,1656042000
SMR,Nuscale Power Corp,NYSE,Computers and Technology,2461067000
PLRX,Pliant Therapeutics Inc,NASDAQ,Medical,896190000
CMC,Commercial Metals Company,NYSE,Basic Materials,5776361000
EVRI,Everi Holdings Inc,NYSE,Business Services,1495888000
ADTN,Adtran Holdings Inc,NASDAQ,Business Services,1574087000
UPS,United Parcel Service,NYSE,Transportation,1.64101E+11
COST,Costco Wholesale,NASDAQ,Retail-Wholesale,2.38674E+11
MDU,Mdu Res Group Inc,NYSE,Utilities,6403523000
DV,Doubleverify Holdings Inc,NYSE,Computers and Technology,4319725000
OSCR,Oscar Health Inc Cl A,NYSE,Finance,618494000
TWST,Twist Bioscience Corp,NASDAQ,Medical,1547135000
DNLI,Denali Therapeutics Inc,NASDAQ,Medical,4333825000
EFSC,Enterprises Finl Svc,NASDAQ,Finance,1948251000
RUSHB,Rush Entpr Cl B,NASDAQ,Retail-Wholesale,2884617000
CAKE,Cheesecake Fact,NASDAQ,Retail-Wholesale,1801757000
NSP,Insperity Inc,NYSE,Business Services,4497075000
PFS,Provident Financial Services,NYSE,Finance,1695946000
RVMD,Revolution Medicines Inc,NASDAQ,Medical,2094580000
VVI,Viad Corp,NYSE,Business Services,612039000
NBN,Northeast Bncp,NASDAQ,Finance,353116000
OSBC,Old Second Bancorp,NASDAQ,Finance,778262000
STAA,Staar Surgical Company,NASDAQ,Medical,2753045000
AIT,Applied Industrial Technologies,NYSE,Industrial Products,5110404000
ABCM,Abcam Plc ADR,NASDAQ,Medical,3674107000
AORT,Artivion Inc,NYSE,Medical,515808000
LEU,Centrus Energy Corp,NYSE Arca,Basic Materials,552520000
TEX,Terex Corp,NYSE,Industrial Products,3098925000
FSBC,Five Star Bancorp,NASDAQ,Finance,465642000
FTV,Fortive Corp,NYSE,Computers and Technology,23899732000
HI,Hillenbrand Inc,NYSE,Industrial Products,3444000000
TRV,The Travelers Companies Inc,NYSE,Finance,44481596000
NRC,National Research Corp,NASDAQ,Business Services,956529000
AMAL,Amalgamated Financial Corp,NASDAQ,Finance,818022000
SOHU,Sohu.com Inc ADR,NASDAQ,Computers and Technology,498618000
NMIH,Nmi Holdings Inc,NASDAQ,Finance,1799499000
ONEM,1Life Healthcare Inc,NASDAQ,Medical,3471907000
GHLD,Guild Holdings Company Cl A,NYSE,Finance,712041000
LECO,Lincoln Elec Holdings,NASDAQ,Industrial Products,8538294000
INMD,Inmode Ltd,NASDAQ,Medical,3195622000
CMG,Chipotle Mexican Grill,NYSE,Retail-Wholesale,45100960000
RLAY,Relay Therapeutics Inc,NASDAQ,Medical,2246229000
ABBV,Abbvie Inc,NYSE,Medical,2.85044E+11
ODP,Office Depot,NASDAQ,Retail-Wholesale,2204884000
FBMS,First Bancshs [Ms],NASDAQ,Finance,821517000
RACE,Ferrari N.V.,NYSE,Auto-Tires-Trucks,41208044000
NICE,Nice Ltd ADR,NASDAQ,Computers and Technology,12325329000
AON,AON Plc,NYSE,Finance,63768640000
BBIO,Bridgebio Pharma Inc,NASDAQ,Medical,1400656000
VRT,Vertiv Holdings Llc.,NYSE,Computers and Technology,5225550000
MORF,Morphic Holding Inc,NASDAQ,Medical,1060979000
GLPI,Gaming & Leisure,NASDAQ,Finance,13440750000
LZB,La-Z-Boy Inc,NYSE,Consumer Discretionary,1171870000
BSM,Black Stone Minerals LP,NYSE,Oils-Energy,3926381000
SMMF,Summit Financial Gp,NASDAQ,Finance,362469000
OTIS,Otis Worldwide Corp,NYSE,Construction,32531200000
MMSI,Merit Medical Sys,NASDAQ,Medical,4098168000
RNR,Renaissancere Holdings Ltd,NYSE,Finance,8255743000
BLTE,Belite Bio Inc ADR,NASDAQ,Medical,814892000
BILL,Bill.com Holdings Inc,NYSE,Computers and Technology,12725021000
UMPQ,Umpqua Holdings Corp,NASDAQ,Finance,4399665000
CRCT,Cricut Inc Cl A,NASDAQ,Business Services,1815124000
LX,Lexinfintech Holdings Ltd ADR,NASDAQ,Finance,332801000
TYL,Tyler Technologies,NYSE,Computers and Technology,14271690000
TSVT,2Seventy Bio Inc,NASDAQ,Medical,594159000
DICE,Dice Therapeutics Inc,NASDAQ,Medical,1659428000
URI,United Rentals,NYSE,Construction,24467800000
ATVI,Activision Blizzard,NASDAQ,Consumer Discretionary,57875116000
HLI,Houlihan Lokey,NYSE,Finance,6752022000
BEPC,Brookfield Renewable Corp,NYSE,Oils-Energy,5616030000
ROL,Rollins Inc,NYSE,Construction,19915566000
DPZ,Domino's Pizza Inc,NYSE,Retail-Wholesale,13760650000
VSH,Vishay Intertechnology,NYSE,Computers and Technology,3263962000
DKL,Delek Logistics Partners LP,NYSE,Oils-Energy,2226791000
FRME,First Merchants Corp,NASDAQ,Finance,2633280000
TBPH,Theravance Bio Ord,NASDAQ,Medical,724858000
CUBE,Cubesmart,NYSE,Finance,9295159000
TKC,Turkcell Iletisim Hizmetleri As ADR,NYSE,Computers and Technology,3960000000
INDB,Independent Bk Corp,NASDAQ,Finance,4131513000
MBAC,M3-Brigade Acquisition II Corp Cl A,NYSE,Business Services,512940000
OBNK,Origin Bancorp Inc,NASDAQ,Finance,1255180000
ENSG,The Ensign Group IN,NASDAQ,Medical,5270980000
JBL,Jabil Circuit,NYSE,Computers and Technology,9719590000
CHS,Chico's Fas,NYSE,Retail-Wholesale,734589000
SNA,Snap-On Inc,NYSE,Consumer Discretionary,12789091000
ALB,Albemarle Corp,NYSE,Basic Materials,32567360000
DG,Dollar General Corp,NYSE,Retail-Wholesale,57674248000
RTL,The Necessity Retail REIT Inc,NASDAQ,Finance,896616000
WAT,Waters Corp,NYSE,Computers and Technology,20590814000
IBEX,Ibex Ltd,NASDAQ,Business Services,470981000
CDNS,Cadence Design Sys,NASDAQ,Computers and Technology,47193324000
CACI,Caci International,NYSE,Computers and Technology,7338110000
TNET,Trinet Group Inc,NYSE,Business Services,4509807000
PCTY,Paylocity Holdings Corp,NASDAQ,Computers and Technology,12127465000
MAX,Mediaalpha Inc Cl A,NYSE,Business Services,739264000
CNC,Centene Corp,NYSE,Medical,49292936000
FFIN,First Finl Bkshs Inc,NASDAQ,Finance,5270621000
SMP,Standard Motor Products,NYSE,Auto-Tires-Trucks,828503000
CPNG,Coupang Inc Cl A,NYSE,Retail-Wholesale,34485404000
JACK,Jack IN The Box Inc,NASDAQ,Retail-Wholesale,1502538000
APEN,Apollo Endosurgery Inc,NASDAQ,Medical,421752000
RRR,Red Rock Resorts Inc,NASDAQ,Consumer Discretionary,4685610000
COLB,Columbia Banking Sys,NASDAQ,Finance,2678683000
PHR,Phreesia Inc,NYSE,Medical,1461440000
PCOR,Procore Technologies Inc,NYSE,Business Services,6758301000
TH,Target Hospitality Corp,NASDAQ,Consumer Discretionary,1406336000
MNRO,Monro Muffler Brak,NASDAQ,Consumer Discretionary,1430259000
SP,SP Plus Corp,NASDAQ,Consumer Discretionary,703626000
TRNS,Transcat Inc,NASDAQ,Computers and Technology,604891000
VPG,Vishay Precision Group,NYSE,Computers and Technology,550697000
ATRA,Atara Biotherap,NASDAQ,Medical,429802000
QGEN,Qiagen N.V.,NYSE,Medical,11249246000
APPF,Appfolio Cl A,NASDAQ,Computers and Technology,4011518000
ENVA,Enova International Inc,NYSE,Finance,1269096000
FWRD,Foward Air Corp,NASDAQ,Transportation,2987919000
LSTR,Landstar System,NASDAQ,Transportation,6214305000
BMBL,Bumble Inc,NASDAQ,Computers and Technology,3156715000
AX,Axos Financial Inc,NYSE,Finance,2406560000
OTTR,Otter Tail Corp,NASDAQ,Utilities,2482457000
SWTX,Springworks Therapeutics Inc,NASDAQ,Medical,1508397000
MAXN,Maxeon Solar Tech Ltd,NASDAQ,Oils-Energy,1036268000
